Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,States
2021,AK,Alaska,Anchorage,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,52.1,,,48.0,56.0,288121,02020,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Dillingham,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.9,,,19.5,26.5,4772,02070,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-158.2671226 59.5433255),1672,51
2020,AK,Alaska,Prince of Wales-Hyder,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,76.7,,,74.5,78.8,5729,02198,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.3,,,6.3,8.5,110686,02170,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,17.2,,,14.8,19.8,2332,02105,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,8.7,11.5,1416,02164,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-156.4134134 58.1085067),113,51
2020,AK,Alaska,Lake and Peninsula,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,51.7,,,48.2,55.1,1416,02164,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5.0,95593,02090,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Petersburg,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.5,5.9,3356,02195,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.7,,,10.9,14.8,704,02282,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Denali,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,8.8,12.3,1593,02068,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Aleutians East,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,72,,,68.0,75.7,3398,02013,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Aleutians West,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.4,12.6,5059,02016,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Anchorage,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.4,,,22.4,28.7,288121,02020,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,14.8,21.5,13754,02130,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-131.1066847 55.4499378),111,51
2020,AK,Alaska,Aleutians East,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.5,,,33.2,35.7,3398,02013,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-161.9974772 55.2450437),107,51
2020,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.5,,,32.3,34.6,5729,02198,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Skagway,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.7,,,8.8,12.7,1132,02230,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.9,,,6.9,8.9,18557,02050,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,7.8,10.7,5275,02290,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Anchorage,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10,,,8.6,11.5,288121,02020,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,9.0,11.1,1416,02164,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.2,9.9,6970,02240,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Dillingham,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,11.6,,,9.9,13.4,4772,02070,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,5.1,6.2,12787,02150,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-153.9183721 57.7044003),,51
2020,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,21.1,,,16.4,25.9,5275,02290,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Chugach,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,76.9,,,74.3,79.3,6941,02063,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-146.2030924 60.4884737),1,
2020,AK,Alaska,Wrangell,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,57.1,,,54.1,60.0,2055,02275,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Bristol Bay,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.3,838,02060,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-156.9668053 58.741661),1670,51
2020,AK,Alaska,Petersburg,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.4,,,25.8,39.1,3356,02195,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Denali,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.8,3.8,1593,02068,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7.1,110686,02170,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,21.5,,,17.8,25.5,12787,02150,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-153.9183721 57.7044003),,51
2020,AK,Alaska,Kenai Peninsula,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,58.7,,,55.2,62.5,59767,02122,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,11.8,15.8,9865,02180,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Skagway,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.4,4.6,1132,02230,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,8.1,,,7.1,9.1,7560,02188,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,3.1,3.8,704,02282,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Dillingham,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.7,4772,02070,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Nome,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,70.8,,,66.7,74.9,9865,02180,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.5,13754,02130,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Denali,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.0,7.3,1593,02068,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8,,,6.8,9.4,2630,02066,HLTHOUT,COPD,CrdPrv,COPD,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.1,,,7.5,10.7,2071,02100,HLTHOUT,COPD,CrdPrv,COPD,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Kusilvak,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,61.7,,,55.6,67.8,8360,02158,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Chugach,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.1,,,5.2,7.2,6941,02063,HLTHOUT,COPD,CrdPrv,COPD,POINT (-146.2030924 60.4884737),1,
2020,AK,Alaska,Bristol Bay,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.5,,,56.9,62.1,838,02060,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Denali,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16.9,,,13.1,20.9,1593,02068,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.8,6.2,2332,02105,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Juneau,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,9.7,,,8.1,11.4,31973,02110,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Skagway,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.3,11.8,1132,02230,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,15.2,20.3,2332,02105,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Bristol Bay,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,7.0,8.7,838,02060,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.4,10.4,2071,02100,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-135.5757906 59.0984037),1674,51
2020,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,17.9,,,13.1,22.7,1416,02164,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.5,16.9,13754,02130,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23.3,,,20.2,26.8,6970,02240,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Aleutians East,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.3,,,6.5,8.4,3398,02013,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Skagway,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,20.2,,,16.5,24.3,1132,02230,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.4,15.3,7560,02188,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.4,,,10.2,15.1,2332,02105,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.6,,,9.1,12.3,5275,02290,HLTHOUT,COPD,CrdPrv,COPD,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.7,,,32.7,42.5,5729,02198,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.6,,,28.2,39.7,13754,02130,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,12.7,,,11.3,14.2,5275,02290,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Anchorage,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,20.5,,,17.6,23.6,288121,02020,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Dillingham,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16,,,13.8,18.2,4772,02070,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.6,11.1,704,02282,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.7,,,24.9,32.5,12787,02150,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Copper River,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,74,,,71.2,76.8,2630,02066,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Chugach,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.2,4.1,6941,02063,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-146.2030924 60.4884737),1,
2020,AK,Alaska,Juneau,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,40.6,,,34.8,46.1,31973,02110,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.6,,,23.0,30.9,8360,02158,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,52,,,46.8,57.0,1416,02164,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-156.4134134 58.1085067),113,51
2020,AK,Alaska,Wrangell,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.4,,,9.6,17.8,2055,02275,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-132.0267878 56.1807793),3,51
2020,AK,Alaska,Sitka,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,63.4,,,59.5,67.0,8407,02220,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Juneau,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,77.7,,,74.3,81.0,31973,02110,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Haines,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,15.4,,,12.9,17.9,2071,02100,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Wrangell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.6,,,26.2,41.8,2055,02275,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.7,5275,02290,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Aleutians West,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.6,,,25.9,39.0,5059,02016,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Kodiak Island,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16.3,,,13.4,19.7,12787,02150,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,North Slope,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32,,,28.0,36.3,10972,02185,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Aleutians East,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,19.1,,,16.6,22.0,3398,02013,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,6970,02240,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.7,,,33.8,43.7,2071,02100,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.4,,,2.9,3.9,110686,02170,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-149.5039935 62.2656263),1707,51
2020,AK,Alaska,Dillingham,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,19.8,,,14.4,25.5,4772,02070,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-158.2671226 59.5433255),1672,51
